0.00000000,0.00000000
0.00031417,0.00031417
0.00062835,0.00062835
0.00094252,0.00094252
0.00125670,0.00125670
0.00157087,0.00157087
0.00188505,0.00188505
0.00219922,0.00219922
0.00251340,0.00251340
0.00282757,0.00282757
0.00314175,0.00314174
0.00345592,0.00345592
0.00377010,0.00377009
0.00408427,0.00408426
0.00439845,0.00439844
0.00471262,0.00471261
0.00502680,0.00502678
0.00534097,0.00534095
0.00565515,0.00565512
0.00596932,0.00596929
0.00628350,0.00628346
0.00659767,0.00659763
0.00691185,0.00691179
0.00722602,0.00722596
0.00754020,0.00754013
0.00785437,0.00785429
0.00816855,0.00816846
0.00848272,0.00848262
0.00879690,0.00879679
0.00911107,0.00911095
0.00942525,0.00942511
0.00973942,0.00973927
0.01005360,0.01005343
0.01036777,0.01036759
0.01068195,0.01068175
0.01099612,0.01099590
0.01131030,0.01131006
0.01162447,0.01162421
0.01193865,0.01193837
0.01225282,0.01225252
0.01256700,0.01256667
0.01288117,0.01288082
0.01319535,0.01319497
0.01350952,0.01350911
0.01382370,0.01382326
0.01413787,0.01413740
0.01445205,0.01445155
0.01476622,0.01476569
0.01508040,0.01507983
0.01539457,0.01539397
0.01570875,0.01570810
0.01602292,0.01602224
0.01633710,0.01633637
0.01665127,0.01665050
0.01696545,0.01696463
0.01727962,0.01727876
0.01759380,0.01759289
0.01790797,0.01790702
0.01822215,0.01822114
0.01853632,0.01853526
0.01885050,0.01884938
0.01916467,0.01916350
0.01947885,0.01947762
0.01979302,0.01979173
0.02010720,0.02010584
0.02042137,0.02041995
0.02073555,0.02073406
0.02104972,0.02104817
0.02136390,0.02136227
0.02167807,0.02167638
0.02199225,0.02199048
0.02230642,0.02230457
0.02262060,0.02261867
0.02293477,0.02293276
0.02324895,0.02324685
0.02356312,0.02356094
0.02387730,0.02387503
0.02419147,0.02418911
0.02450565,0.02450320
0.02481982,0.02481727
0.02513400,0.02513135
0.02544817,0.02544543
0.02576235,0.02575950
0.02607652,0.02607357
0.02639070,0.02638763
0.02670487,0.02670170
0.02701905,0.02701576
0.02733322,0.02732982
0.02764740,0.02764388
0.02796157,0.02795793
0.02827575,0.02827198
0.02858992,0.02858603
0.02890410,0.02890007
0.02921827,0.02921412
0.02953245,0.02952815
0.02984662,0.02984219
0.03016080,0.03015622
0.03047497,0.03047026
0.03078915,0.03078428
0.03110332,0.03109831
0.03141750,0.03141233
0.03173167,0.03172635
0.03204585,0.03204036
0.03236002,0.03235437
0.03267420,0.03266838
0.03298837,0.03298239
0.03330255,0.03329639
0.03361672,0.03361039
0.03393090,0.03392439
0.03424507,0.03423838
0.03455925,0.03455237
0.03487342,0.03486635
0.03518760,0.03518034
0.03550177,0.03549431
0.03581595,0.03580829
0.03613012,0.03612226
0.03644430,0.03643623
0.03675847,0.03675019
0.03707265,0.03706416
0.03738682,0.03737811
0.03770100,0.03769207
0.03801517,0.03800602
0.03832935,0.03831996
0.03864352,0.03863390
0.03895770,0.03894784
0.03927187,0.03926178
0.03958605,0.03957571
0.03990022,0.03988964
0.04021440,0.04020356
0.04052857,0.04051748
0.04084275,0.04083139
0.04115692,0.04114530
0.04147110,0.04145921
0.04178527,0.04177311
0.04209945,0.04208701
0.04241362,0.04240091
0.04272780,0.04271480
0.04304197,0.04302868
0.04335615,0.04334256
0.04367032,0.04365644
0.04398450,0.04397032
0.04429867,0.04428418
0.04461285,0.04459805
0.04492702,0.04491191
0.04524120,0.04522576
0.04555537,0.04553962
0.04586955,0.04585346
0.04618372,0.04616731
0.04649790,0.04648114
0.04681207,0.04679498
0.04712625,0.04710880
0.04744042,0.04742263
0.04775460,0.04773645
0.04806877,0.04805026
0.04838295,0.04836407
0.04869712,0.04867788
0.04901130,0.04899168
0.04932547,0.04930547
0.04963965,0.04961926
0.04995382,0.04993305
0.05026800,0.05024683
0.05058217,0.05056060
0.05089635,0.05087437
0.05121052,0.05118814
0.05152470,0.05150190
0.05183887,0.05181566
0.05215305,0.05212941
0.05246722,0.05244315
0.05278140,0.05275689
0.05309557,0.05307063
0.05340975,0.05338436
0.05372392,0.05369808
0.05403810,0.05401180
0.05435227,0.05432551
0.05466645,0.05463922
0.05498062,0.05495292
0.05529480,0.05526662
0.05560897,0.05558031
0.05592315,0.05589400
0.05623732,0.05620768
0.05655150,0.05652136
0.05686567,0.05683503
0.05717985,0.05714869
0.05749402,0.05746235
0.05780820,0.05777600
0.05812237,0.05808965
0.05843655,0.05840329
0.05875072,0.05871693
0.05906490,0.05903056
0.05937907,0.05934418
0.05969325,0.05965780
0.06000742,0.05997141
0.06032160,0.06028502
0.06063577,0.06059862
0.06094994,0.06091221
0.06126412,0.06122580
0.06157829,0.06153939
0.06189247,0.06185296
0.06220664,0.06216653
0.06252082,0.06248010
0.06283499,0.06279366
0.06314917,0.06310721
0.06346334,0.06342075
0.06377752,0.06373429
0.06409169,0.06404783
0.06440587,0.06436135
0.06472004,0.06467487
0.06503422,0.06498839
0.06534839,0.06530189
0.06566257,0.06561539
0.06597674,0.06592889
0.06629092,0.06624238
0.06660509,0.06655586
0.06691927,0.06686933
0.06723344,0.06718280
0.06754762,0.06749626
0.06786179,0.06780972
0.06817597,0.06812317
0.06849014,0.06843661
0.06880432,0.06875005
0.06911849,0.06906347
0.06943267,0.06937689
0.06974684,0.06969031
0.07006102,0.07000372
0.07037519,0.07031712
0.07068937,0.07063051
0.07100354,0.07094390
0.07131772,0.07125728
0.07163189,0.07157065
0.07194607,0.07188402
0.07226024,0.07219738
0.07257442,0.07251073
0.07288859,0.07282407
0.07320277,0.07313741
0.07351694,0.07345074
0.07383112,0.07376406
0.07414529,0.07407738
0.07445947,0.07439068
0.07477364,0.07470399
0.07508782,0.07501728
0.07540199,0.07533056
0.07571617,0.07564384
0.07603034,0.07595711
0.07634452,0.07627038
0.07665869,0.07658363
0.07697287,0.07689688
0.07728704,0.07721012
0.07760122,0.07752336
0.07791539,0.07783658
0.07822957,0.07814980
0.07854374,0.07846301
0.07885792,0.07877621
0.07917209,0.07908941
0.07948627,0.07940259
0.07980044,0.07971577
0.08011462,0.08002895
0.08042879,0.08034211
0.08074297,0.08065526
0.08105714,0.08096841
0.08137132,0.08128155
0.08168549,0.08159468
0.08199967,0.08190781
0.08231384,0.08222092
0.08262802,0.08253403
0.08294219,0.08284713
0.08325637,0.08316022
0.08357054,0.08347330
0.08388472,0.08378637
0.08419889,0.08409944
0.08451307,0.08441250
0.08482724,0.08472555
0.08514142,0.08503859
0.08545559,0.08535162
0.08576977,0.08566465
0.08608394,0.08597766
0.08639812,0.08629067
0.08671229,0.08660367
0.08702647,0.08691666
0.08734064,0.08722964
0.08765482,0.08754261
0.08796899,0.08785558
0.08828317,0.08816853
0.08859734,0.08848148
0.08891152,0.08879442
0.08922569,0.08910735
0.08953987,0.08942027
0.08985404,0.08973318
0.09016822,0.09004608
0.09048239,0.09035898
0.09079657,0.09067186
0.09111074,0.09098474
0.09142492,0.09129761
0.09173909,0.09161047
0.09205327,0.09192332
0.09236744,0.09223616
0.09268162,0.09254899
0.09299579,0.09286181
0.09330997,0.09317462
0.09362414,0.09348743
0.09393832,0.09380022
0.09425249,0.09411301
0.09456667,0.09442578
0.09488084,0.09473855
0.09519502,0.09505130
0.09550919,0.09536405
0.09582337,0.09567679
0.09613754,0.09598952
0.09645172,0.09630224
0.09676589,0.09661495
0.09708007,0.09692765
0.09739424,0.09724034
0.09770842,0.09755302
0.09802259,0.09786569
0.09833677,0.09817836
0.09865094,0.09849101
0.09896512,0.09880365
0.09927929,0.09911628
0.09959347,0.09942891
0.09990764,0.09974152
0.10022182,0.10005412
0.10053599,0.10036672
0.10085017,0.10067930
0.10116434,0.10099187
0.10147852,0.10130444
0.10179269,0.10161699
0.10210687,0.10192953
0.10242104,0.10224207
0.10273522,0.10255459
0.10304939,0.10286711
0.10336357,0.10317961
0.10367774,0.10349210
